city,precinct,zip,race,party,sex,age,turf,voted01,voted00,voted99,family,famsize,represen,reached,other,goaway,nothome,bad,cant,nothing,contact,treatmen,primary
"Raleigh","01-28",,"B","D","M",37,8,"Abstained","Voted","Abstained",23809,2,"Listed","No",0,,,"No",,,"No","Control",
"Raleigh","01-13",,"B","D","F",45,6,"Abstained","Voted","Voted",9683,2,"Listed","No",0,,,"No",,,"No","Control",
"Raleigh","01-28",,"B","D","F",45,7,"Abstained","Voted","Abstained",24483,2,"Listed","No",0,"No","Yes","No","No","No","No","Treatment",
"DETROIT","",,"","","F",78,769,"Voted","Voted","Voted",13747,1,"Listed","Yes",0,"No","No",,"No","No","Yes","Treatment","Voted"
"Raleigh","07-07",,"W","D","M",83,22,"Voted","Abstained","Voted",61173,2,"Listed","No",0,,,"No",,,"No","Control",
"COLUMBUS","7A",,"","I","",89,706,"Abstained","Abstained","Abstained",17417,2,"Listed","No",0,"No","No","No","No","No","No","Control","Abstained"
"DETROIT","",,"","","M",45,1226,"Abstained","Abstained","Abstained",23701,4,"Listed","No",0,"No","No",,"No","Yes","No","Control","Abstained"
"MINNEAPOLIS","MINNEAPOLIS W- 6 P- 2",,"","","",28,151,"Abstained","Voted","Abstained",3238,1,"Listed","No",0,"No","No","No","No","No","No","Control","Abstained"
"DETROIT","",,"","","M",58,1220,"Voted","Voted","Abstained",25133,2,"Listed","No",0,"No","No",,"No","Yes","No","Control","Voted"
"MINNEAPOLIS","MINNEAPOLIS W- 6 P- 8",,"","","",24,104,"Abstained","Abstained","Abstained",4326,1,"Listed","No",0,"No","Yes","No","No","No","No","Treatment","Abstained"
"Bridgeport","Beardsley School",,"","D","F",38,28,"Abstained","Abstained",,16324,3,"Listed","No",0,"No","No","No",,,"No","Treatment","Abstained"
"DETROIT","",,"","","F",31,706,"Abstained","Abstained","Abstained",11937,2,"Listed","No",0,"No","No",,"No","Yes","No","Control","Abstained"
"Raleigh","01-13",,"W","I","F",25,6,"Abstained","Abstained","Abstained",10002,2,"Listed","No",0,,,"No",,,"No","Control",
"MINNEAPOLIS","MINNEAPOLIS W- 6 P- 8",,"","","",44,104,"Abstained","Abstained","Abstained",3135,2,"Listed","No",0,"No","No","No","No","No","No","Control","Abstained"
"MINNEAPOLIS","MINNEAPOLIS W- 6 P- 2",,"","","",30,152,"Voted","Abstained","Abstained",4480,1,"Listed","No",0,"No","No","No","No","No","No","Control","Voted"
"Bridgeport","Black Rock School",,"","R","M",39,40,"Voted","Voted",,24600,3,"Listed","Yes",0,"No","No","No",,,"Yes","Treatment","Abstained"
"Bridgeport","Colombus School",,"","I","F",34,8,"Abstained","Abstained",,6085,1,"Listed","No",0,"No","No","No",,,"No","Control","Abstained"
"MINNEAPOLIS","MINNEAPOLIS W- 6 P- 8",,"","","",46,103,"Voted","Voted","Abstained",3532,1,"Listed","No",0,"No","No","No","No","No","No","Control","Abstained"
"DETROIT","",,"","","F",35,1180,"Abstained","Voted","Abstained",27249,3,"Listed","No",0,"No","No",,"No","Yes","No","Control","Abstained"
"MINNEAPOLIS","MINNEAPOLIS W- 6 P- 8",,"","","",36,105,"Abstained","Voted","Abstained",4766,1,"Listed","No",0,"No","No","No","No","No","No","Control","Abstained"
"DETROIT","",,"","","F",33,722,"Abstained","Abstained","Abstained",12766,2,"Listed","No",0,"No","Yes",,"No","No","No","Treatment","Abstained"
"DETROIT","",,"","","F",32,715,"Abstained","Voted","Abstained",11891,2,"Listed","No",0,"No","No",,"No","Yes","No","Control","Voted"
"Raleigh","01-01",,"W","R","M",67,2,"Abstained","Voted","Voted",467,2,"Listed","No",0,,,"No",,,"No","Control",
"Raleigh","01-43",,"W","R","F",23,10,"Abstained","Voted","Abstained",42243,2,"Listed","No",0,"No","Yes","No","No","No","No","Treatment",
"DETROIT","",,"","","F",69,1190,"Voted","Voted","Abstained",33627,1,"Listed","Yes",0,"No","No",,"No","No","Yes","Treatment","Voted"
"ST PAUL","ST PAUL  W-4 P- 7",,"","","",52,1117,"Voted","Voted","Voted",7847,2,"Listed","No",0,"No","No","No","No","No","No","Control","Abstained"
"ST PAUL","ST PAUL  W-4 P-11",,"","","",40,1130,"Abstained","Voted","Voted",3901,2,"Listed","No",0,"No","No","No","No","No","No","Control","Abstained"
"DETROIT","",,"","","F",77,730,"Abstained","Abstained","Abstained",13165,1,"Listed","No",0,"No","No",,"No","Yes","No","Control","Abstained"
"DETROIT","",,"","","F",47,1371,"Voted","Abstained","Abstained",19174,1,"Listed","No",0,"No","No",,"No","Yes","No","Control","Voted"
"Bridgeport","Colombus School",,"","D","F",34,46,"Abstained","Voted",,30232,1,"Listed","No",0,"No","No","No",,,"No","Control","Abstained"
"MINNEAPOLIS","MINNEAPOLIS W- 6 P- 8",,"","","",26,102,"Abstained","Voted","Abstained",4428,1,"Listed","No",0,"No","No","No","No","No","No","Control","Abstained"
"MINNEAPOLIS","MINNEAPOLIS W- 6 P-10",,"","","",30,113,"Abstained","Abstained","Abstained",4791,1,"Listed","No",0,"No","No","No","No","No","No","Control","Abstained"
"Raleigh","07-04",,"W","D","F",46,20,"Abstained","Abstained","Abstained",56269,2,"Listed","No",0,,,"No",,,"No","Control",
"MINNEAPOLIS","MINNEAPOLIS W- 6 P- 8",,"","","",37,101,"Abstained","Abstained","Abstained",1710,2,"Listed","No",0,"No","No","No","No","No","No","Control","Abstained"
"COLUMBUS","3A",,"","I","",89,18,"Abstained","Abstained","Abstained",14351,2,"Listed","No",0,"No","No","No","No","No","No","Control","Abstained"
"COLUMBUS","6B",,"","I","",89,403,"Abstained","Abstained","Abstained",12013,2,"Listed","No",0,"No","No","No","No","No","No","Control","Abstained"
"Raleigh","07-02",,"B","D","M",50,17,"Abstained","Voted","Abstained",54498,2,"Listed","Yes",0,"No","No","No","No","No","Yes","Treatment",
"ST PAUL","ST PAUL  W-4 P-11",,"","","",27,1133,"Abstained","Voted","Abstained",25826,2,"Listed","No",0,"No","No","No","No","No","No","Control","Abstained"
"DETROIT","",,"","","M",66,702,"Voted","Voted","Abstained",12543,2,"Listed","No",0,"No","No",,"No","Yes","No","Control","Voted"
"MINNEAPOLIS","MINNEAPOLIS W- 6 P- 8",,"","","",24,101,"Abstained","Abstained","Abstained",3395,1,"Listed","No",0,"No","No","No","No","Yes","No","Treatment","Abstained"
"Raleigh","01-12",,"W","D","M",36,4,"Abstained","Abstained","Abstained",8917,2,"Listed","No",0,,,"No",,,"No","Control",
"COLUMBUS","5A",,"","I","",89,110,"Abstained","Abstained","Abstained",12590,1,"Listed","No",0,"No","No","No","No","No","No","Control","Abstained"
"DETROIT","",,"","","F",82,1220,"Abstained","Voted","Abstained",25083,2,"Listed","No",0,"No","No",,"No","Yes","No","Control","Abstained"
"DETROIT","",,"","","F",61,1216,"Abstained","Abstained","Abstained",25916,3,"Listed","No",0,"No","Yes",,"No","No","No","Treatment","Abstained"
"DETROIT","",,"","","M",51,715,"Abstained","Abstained","Abstained",12254,3,"Listed","No",0,"No","No",,"Yes","No","No","Treatment","Abstained"
"MINNEAPOLIS","MINNEAPOLIS W- 6 P- 5",,"","","",31,137,"Abstained","Abstained","Abstained",2220,2,"Listed","No",0,"No","Yes","No","No","No","No","Treatment","Abstained"
"Raleigh","01-12",,"W","I","M",23,4,"Abstained","Voted","Abstained",8919,2,"Listed","No",0,"No","Yes","No","No","No","No","Treatment",
"COLUMBUS","6B",,"","I","",89,403,"Abstained","Abstained","Abstained",22807,2,"Listed","No",0,"No","No","No","No","No","No","Control","Abstained"
"COLUMBUS","6B",,"","I","",89,402,"Abstained","Abstained","Abstained",21661,1,"Listed","No",0,"No","No","No","No","No","No","Control","Abstained"
"DETROIT","",,"","","F",34,713,"Abstained","Abstained","Abstained",11612,1,"Listed","No",0,"No","No",,"Yes","No","No","Treatment","Abstained"
"Raleigh","07-04",,"W","I","F",52,19,"Abstained","Voted","Abstained",56855,2,"Listed","No",0,"No","Yes","No","No","No","No","Treatment",
"DETROIT","",,"","","F",33,1222,"Voted","Voted","Abstained",33434,2,"Listed","No",0,"No","No",,"No","Yes","No","Treatment","Voted"
"DETROIT","",,"","","F",58,748,"Voted","Voted","Abstained",13837,3,"Listed","No",0,"No","No",,"No","Yes","No","Control","Abstained"
"Raleigh","01-13",,"W","D","F",80,6,"Voted","Voted","Voted",9985,2,"Listed","No",0,,,"No",,,"No","Control",
"DETROIT","",,"","","M",75,1224,"Abstained","Abstained","Abstained",23458,3,"Listed","No",0,"No","No",,"No","Yes","No","Control","Abstained"
"Raleigh","01-43",,"W","D","M",29,10,"Abstained","Voted","Abstained",42521,2,"Listed","No",0,"No","Yes","No","No","No","No","Treatment",
"COLUMBUS","6A",,"","R","",89,412,"Voted","Voted","Voted",5954,1,"Listed","No",0,"No","No","No","No","No","No","Control","Voted"
"Raleigh","01-01",,"W","I","F",39,1,"Abstained","Voted","Abstained",951,2,"Listed","Yes",0,"No","No","No","No","No","Yes","Treatment",
"COLUMBUS","7C",,"","I","",89,704,"Abstained","Abstained","Abstained",19990,1,"Listed","No",0,"No","No","No","No","No","No","Control","Abstained"
"MINNEAPOLIS","MINNEAPOLIS W- 6 P- 2",,"","","",37,151,"Voted","Voted","Abstained",3096,1,"Listed","No",0,"No","No","No","No","No","No","Control","Voted"
"COLUMBUS","6A",,"","I","",89,412,"Abstained","Abstained","Abstained",6755,1,"Listed","No",0,"No","No","No","No","No","No","Control","Abstained"
"Bridgeport","Colombus School",,"","I","F",39,20,"Abstained","Abstained",,13979,1,"Listed","No",0,"No","Yes","No",,,"No","Treatment","Abstained"
"DETROIT","",,"","","M",76,1211,"Abstained","Abstained","Abstained",26444,3,"Listed","No",0,"No","No",,"No","Yes","No","Control","Abstained"
"COLUMBUS","7A",,"","I","",89,707,"Abstained","Voted","Abstained",25016,1,"Listed","No",0,"No","No","No","No","No","No","Control","Abstained"
"MINNEAPOLIS","MINNEAPOLIS W- 2 P- 5",,"","","",63,29,"Abstained","Voted","Abstained",524,3,"Listed","No",0,"No","Yes","No","No","No","No","Treatment","Abstained"
"Raleigh","01-13",,"W","D","M",35,6,"Abstained","Voted","Abstained",10456,2,"Listed","No",0,,,"No",,,"No","Control",
"MINNEAPOLIS","MINNEAPOLIS W- 6 P- 8",,"","","",45,105,"Abstained","Abstained","Abstained",1173,1,"Listed","No",0,"No","Yes","No","No","No","No","Treatment","Abstained"
"DETROIT","",,"","","F",89,705,"Abstained","Abstained","Abstained",12011,2,"Listed","Yes",0,"No","No",,"No","No","Yes","Treatment","Abstained"
"DETROIT","",,"","","F",34,702,"Voted","Voted","Abstained",12525,1,"Listed","No",0,"No","No",,"No","Yes","No","Control","Abstained"
"Bridgeport","Beardsley School",,"","D","M",79,32,"Abstained","Voted",,19681,1,"Listed","No",0,"No","Yes","No",,,"No","Treatment","Abstained"
"DETROIT","",,"","","F",46,1222,"Voted","Voted","Abstained",26114,2,"Listed","No",0,"No","Yes",,"No","No","No","Treatment","Voted"
"MINNEAPOLIS","MINNEAPOLIS W- 6 P- 8",,"","","",23,103,"Abstained","Voted","Abstained",3263,2,"Listed","No",0,"No","Yes","No","No","No","No","Treatment","Abstained"
"DETROIT","",,"","","F",36,706,"Voted","Voted","Abstained",11960,2,"Listed","No",0,"No","No",,"No","Yes","No","Control","Abstained"
"Raleigh","07-01",,"W","D","F",34,14,"Abstained","Abstained","Abstained",53125,3,"Listed","No",0,,,"No",,,"No","Control",
"MINNEAPOLIS","MINNEAPOLIS W- 6 P- 9",,"","","",36,121,"Abstained","Voted","Abstained",2980,1,"Listed","No",0,"No","No","Yes","No","No","No","Treatment","Abstained"
"Raleigh","07-01",,"W","R","F",62,15,"Voted","Voted","Voted",53589,2,"Listed","No",0,,,"No",,,"No","Control",
"Raleigh","01-12",,"W","I","F",30,4,"Abstained","Abstained","Abstained",8637,2,"Listed","No",0,,,"No",,,"No","Control",
"MINNEAPOLIS","MINNEAPOLIS W- 6 P- 5",,"","","",45,136,"Abstained","Abstained","Abstained",1653,1,"Listed","No",0,"No","No","No","No","No","No","Control","Abstained"
"DETROIT","",,"","","F",42,771,"Voted","Voted","Abstained",13262,2,"Listed","No",0,"No","No",,"No","Yes","No","Control","Voted"
"MINNEAPOLIS","MINNEAPOLIS W- 6 P-10",,"","","",27,111,"Abstained","Voted","Abstained",5239,1,"Listed","No",0,"No","Yes","No","No","No","No","Treatment","Abstained"
"COLUMBUS","6A",,"","I","",89,412,"Abstained","Abstained","Abstained",18800,1,"Listed","No",0,"No","No","No","No","No","No","Control","Abstained"
"ST PAUL","ST PAUL  W-1 P-23",,"","","",37,187,"Abstained","Abstained","Abstained",26425,2,"Listed","No",0,"No","No","No","No","No","No","Control","Abstained"
"ST PAUL","ST PAUL  W-1 P-23",,"","","",47,185,"Voted","Voted","Voted",23771,2,"Listed","No",0,"No","No","No","No","No","No","Control","Voted"
"Raleigh","07-04",,"W","R","F",47,20,"Abstained","Abstained","Abstained",56198,3,"Listed","No",0,,,"No",,,"No","Control",
"MINNEAPOLIS","MINNEAPOLIS W- 6 P- 5",,"","","",57,134,"Abstained","Abstained","Abstained",8287,1,"Listed","No",0,"No","No","No","No","No","No","Control","Abstained"
"Raleigh","07-02",,"W","R","F",33,16,"Abstained","Voted","Abstained",54448,2,"Listed","No",0,,,"No",,,"No","Control",
"COLUMBUS","6B",,"","I","",89,403,"Abstained","Abstained","Abstained",692,1,"Listed","No",0,"No","No","No","No","No","No","Control","Abstained"
"COLUMBUS","3F",,"","I","",89,16,"Abstained","Abstained","Abstained",12342,2,"Listed","No",0,"No","No","No","No","No","No","Control","Abstained"
"DETROIT","",,"","","F",52,712,"Abstained","Voted","Abstained",11684,1,"Listed","No",0,"No","No",,"No","Yes","No","Control","Abstained"
"DETROIT","",,"","","F",36,705,"Abstained","Voted","Abstained",11953,2,"Listed","Yes",0,"No","No",,"No","No","Yes","Treatment","Abstained"
"Bridgeport","Beardsley School",,"","D","F",57,11,"Abstained","Voted",,8311,1,"Listed","No",0,"No","Yes","No",,,"No","Treatment","Abstained"
"COLUMBUS","3A",,"","I","",89,18,"Abstained","Abstained","Abstained",21269,2,"Listed","No",0,"No","Yes","No","No","No","No","Treatment","Abstained"
"ST PAUL","ST PAUL  W-4 P-10",,"","","",44,1122,"Voted","Voted","Voted",5869,2,"Listed","No",0,"No","Yes","No","No","No","No","Treatment","Abstained"
"DETROIT","",,"","","F",37,729,"Abstained","Voted","Abstained",14553,1,"Listed","No",0,"No","No",,"No","Yes","No","Control","Abstained"
"DETROIT","",,"","","M",73,706,"Abstained","Abstained","Abstained",11665,2,"Listed","No",0,"No","No",,"No","Yes","No","Control","Abstained"
"DETROIT","",,"","","F",37,1222,"Voted","Voted","Abstained",23117,3,"Listed","No",0,"No","No",,"No","Yes","No","Control","Voted"
"ST PAUL","ST PAUL  W-1 P-16",,"","","",42,107,"Abstained","Voted","Abstained",19295,3,"Listed","No",0,"No","No","No","No","No","No","Control","Abstained"
"DETROIT","",,"","","M",47,1371,"Voted","Abstained","Abstained",19154,4,"Listed","No",0,"No","Yes",,"No","No","No","Treatment","Voted"
"Raleigh","01-12",,"B","D","F",53,5,"Abstained","Voted","Abstained",9172,2,"Listed","No",0,,,"No",,,"No","Control",
"ST PAUL","ST PAUL  W-4 P-11",,"","","",31,1130,"Abstained","Voted","Abstained",5168,2,"Listed","No",0,"No","No","No","No","No","No","Control","Abstained"
"COLUMBUS","3F",,"","I","",89,16,"Abstained","Voted","Abstained",10742,1,"Listed","No",0,"No","No","No","No","No","No","Treatment","Abstained"
"ST PAUL","ST PAUL  W-1 P- 3",,"","","",76,111,"Voted","Voted","Voted",21604,4,"Listed","No",0,"No","Yes","No","No","No","No","Treatment","Voted"
"Raleigh","01-37",,"W","D","F",56,9,"Abstained","Voted","Voted",34799,3,"Listed","No",0,"No","Yes","No","No","No","No","Treatment",
"MINNEAPOLIS","MINNEAPOLIS W- 6 P- 9",,"","","",33,121,"Abstained","Voted","Abstained",1090,2,"Listed","No",0,"No","No","No","No","No","No","Control","Abstained"
"Raleigh","07-04",,"W","R","M",36,20,"Abstained","Abstained","Abstained",56534,3,"Listed","No",0,,,"No",,,"No","Control",
"DETROIT","",,"","","F",47,711,"Voted","Voted","Abstained",11755,1,"Listed","No",0,"No","No",,"Yes","No","No","Treatment","Voted"
"MINNEAPOLIS","MINNEAPOLIS W- 6 P- 5",,"","","",41,137,"Abstained","Abstained","Abstained",2822,1,"Listed","No",0,"No","No","No","No","No","No","Control","Abstained"
"Bridgeport","Luis Munoz Marin S",,"","D","F",43,35,"Abstained","Abstained",,20866,4,"Listed","No",0,"No","No","No",,,"No","Control","Abstained"
"MINNEAPOLIS","MINNEAPOLIS W- 6 P- 5",,"","","",60,134,"Voted","Voted","Abstained",2527,1,"Listed","No",0,"No","Yes","No","No","No","No","Treatment","Voted"
"Raleigh","01-12",,"W","R","F",28,4,"Abstained","Abstained","Abstained",9630,2,"Listed","No",0,"No","No","Yes","Yes","No","No","Treatment",
"MINNEAPOLIS","MINNEAPOLIS W- 6 P- 5",,"","","",39,135,"Abstained","Abstained","Abstained",1388,2,"Listed","No",0,"No","Yes","No","No","No","No","Treatment","Abstained"
"Raleigh","07-04",,"W","D","F",43,19,"Abstained","Voted","Abstained",56416,2,"Listed","No",0,,,"No",,,"No","Control",
"DETROIT","",,"","","M",63,748,"Voted","Voted","Voted",14085,3,"Listed","Yes",0,"No","No",,"No","No","Yes","Treatment","Voted"
"Raleigh","07-09",,"W","D","M",44,24,"Voted","Voted","Voted",63338,2,"Listed","No",0,,,"No",,,"No","Control",
"Raleigh","01-44",,"W","R","F",71,13,"Voted","Voted","Voted",43938,2,"Listed","No",0,,,"No",,,"No","Control",
"MINNEAPOLIS","MINNEAPOLIS W- 6 P- 5",,"","","",53,136,"Voted","Voted","Abstained",6163,1,"Listed","No",0,"No","No","No","No","No","No","Control","Voted"
"DETROIT","",,"","","F",56,725,"Abstained","Abstained","Abstained",13284,1,"Listed","No",0,"No","Yes",,"No","No","No","Treatment","Abstained"
"Raleigh","07-07",,"W","D","F",41,22,"Abstained","Voted","Abstained",60794,2,"Listed","No",0,"No","No","No","No","Yes","No","Treatment",
"DETROIT","",,"","","M",19,1215,"Abstained","Abstained","Abstained",25986,1,"Listed","No",0,"No","No",,"No","Yes","No","Control","Abstained"
"DETROIT","",,"","","M",56,1171,"Voted","Voted","Abstained",27665,2,"Listed","No",0,"No","No",,"No","Yes","No","Treatment","Abstained"
"MINNEAPOLIS","MINNEAPOLIS W- 6 P- 2",,"","","",23,152,"Abstained","Voted","Abstained",3466,1,"Listed","No",0,"No","Yes","No","No","No","No","Treatment","Abstained"
"DETROIT","",,"","","M",30,1220,"Abstained","Abstained","Abstained",22943,1,"Listed","No",0,"No","No",,"No","Yes","No","Treatment","Abstained"
"Raleigh","07-09",,"W","R","M",29,23,"Abstained","Abstained","Abstained",62413,3,"Listed","No",0,"No","Yes","No","No","No","No","Treatment",
"MINNEAPOLIS","MINNEAPOLIS W- 6 P-10",,"","","",49,113,"Voted","Voted","Abstained",773,1,"Listed","Yes",0,"No","No","No","No","No","Yes","Treatment","Voted"
"Raleigh","01-13",,"W","D","F",35,6,"Abstained","Abstained","Abstained",10047,2,"Listed","No",0,,,"No",,,"No","Control",
"ST PAUL","ST PAUL  W-4 P-10",,"","","",26,1120,"Voted","Voted","Voted",7476,2,"Listed","No",0,"No","Yes","No","No","No","No","Treatment","Abstained"
"COLUMBUS","6A",,"","","",89,404,"Abstained","Abstained","Abstained",12953,3,"Listed","No",0,"No","No","No","No","No","No","Control","Abstained"
"MINNEAPOLIS","MINNEAPOLIS W- 6 P-10",,"","","",22,111,"Abstained","Abstained","Abstained",5327,3,"Listed","No",0,"No","No","No","No","No","No","Control","Abstained"
"MINNEAPOLIS","MINNEAPOLIS W- 6 P- 8",,"","","",45,105,"Voted","Voted","Abstained",2190,2,"Listed","No",0,"No","No","No","No","No","No","Control","Abstained"
"DETROIT","",,"","","F",26,765,"Abstained","Abstained","Abstained",14479,3,"Listed","No",0,"No","No",,"No","Yes","No","Control","Abstained"
"ST PAUL","ST PAUL  W-4 P- 7",,"","","",43,1118,"Abstained","Voted","Abstained",27635,3,"Listed","Yes",0,"No","No","No","No","No","Yes","Treatment","Abstained"
"MINNEAPOLIS","MINNEAPOLIS W- 2 P- 5",,"","","",33,28,"Abstained","Voted","Abstained",234,4,"Listed","No",0,"No","No","No","No","No","No","Control","Abstained"
"Bridgeport","Black Rock School",,"","R","M",45,49,"Abstained","Voted",,32039,1,"Listed","No",0,"No","Yes","No",,,"No","Treatment","Abstained"
"ST PAUL","ST PAUL  W-4 P- 9",,"","","",41,1111,"Voted","Voted","Abstained",9227,2,"Listed","No",0,"No","Yes","No","No","No","No","Treatment","Abstained"
"COLUMBUS","6A",,"","D","",89,412,"Abstained","Voted","Abstained",6046,1,"Listed","No",0,,,,,"Yes","No","Treatment","Abstained"
"Raleigh","01-44",,"W","D","M",38,13,"Abstained","Voted","Abstained",44770,3,"Listed","No",0,,,"No",,,"No","Control",
"ST PAUL","ST PAUL  W-1 P-23",,"","","",26,185,"Voted","Voted","Voted",23952,2,"Listed","No",0,"No","Yes","No","No","No","No","Treatment","Abstained"
